dataset,scenario,accuracy,acc_drop,psi
Bank,noise,0.8994475138121547,-0.0022099447513812542,0.07995086577538972
Bank,shift,0.8917127071823204,0.0055248618784530246,6.7965247535478275
Bank,feature_removed,0.9005524861878453,-0.0033149171270718814,0.0
