dataset,scenario,accuracy,acc_drop,psi,confidence_drop,top_drift_feature
Loan,noise,0.9151111111111111,0.01388888888888895,0.19475532181380656,0.004831111111111341,person_emp_exp
Loan,shift,0.9026666666666666,0.02633333333333343,0.6301525893181115,0.016190370370370633,person_age
Loan,feature_removed,0.9278888888888889,0.0011111111111111738,0.0,0.002337407407407621,person_age
