dataset,scenario,accuracy,acc_drop,psi
Bank,noise,0.8906077348066298,0.0,0.0789004121735557
Bank,shift,0.8850828729281768,0.0055248618784530246,7.340851478713031
Bank,feature_removed,0.8883977900552487,0.002209944751381143,0.0
